CustomerID,Name,Email,Phone,Address,Gender,CustomerSegment,FavoriteCategory,Age,TotalSpend,NumberOfPurchases,SupportTickets,IsChurned,LastLoginDate
C360,Tracy Fisher,edwardscristian@anderson.biz,088.579.4344,045 Cohen Pass Suite 910,Male,Standard,Sports,35,1354.94,18,3,1,2025-03-16
C361,James Garcia,kaylacontreras@jones.org,+1-213-008-4927,67703 Kaitlin Field,Female,Standard,Electronics,26,1453.02,5,4,0,2025-04-03
C362,Holly Pope,dcook@phillips.com,969.957.4469,210 Jones Common,Male,Premium,Sports,54,2858.88,1,1,1,2025-04-25
C363,Colton Tucker,francisco72@padilla.com,(243)565-2214x80398,39866 Ford Valley,Male,Premium,Home,29,1584.99,20,1,0,2025-04-16
C364,Benjamin Proctor,hartbrianna@mason.info,032-910-9446,360 Keith Pike Apt. 718,Female,Premium,Electronics,65,2537.05,11,5,0,2025-03-18
C365,James Smith,rebecca27@lee.com,(715)979-7788x4693,30083 Jackson Cliffs,Male,Basic,Fashion,65,417.12,20,1,0,2025-03-28
C366,Morgan Jordan,brownalice@hotmail.com,852-109-1340x3906,28446 Williams Ridge,Male,Premium,Sports,38,2083.99,18,4,1,2025-04-23
C367,Ashley Henderson,heatherpatel@mann.com,107.793.6227x558,17390 Briggs Alley Apt. 700,Male,Premium,Home,39,564.56,23,1,1,2025-04-21
C368,Jennifer Maynard,hollowayeric@gmail.com,+1-080-262-1015x4288,66153 Heather Fork Suite 273,Male,Standard,Sports,39,754.76,15,0,0,2025-04-09
C369,Lisa Hendrix,cherylscott@hotmail.com,948.873.9211,773 Melissa Streets,Female,Premium,Electronics,18,574.36,28,0,1,2025-03-12
C370,George Nichols,warrencheryl@yahoo.com,970.264.1278x43462,50510 Ponce Vista,Male,Basic,Fashion,50,1172.65,3,5,0,2025-03-26
C371,Victor Bell,kperkins@jackson.info,(659)299-1639x44923,907 Elizabeth Village Apt. 288,Male,Basic,Sports,33,201.92,3,4,0,2025-03-28
C372,Jennifer Young,susan55@johnson.com,9024532987,98761 Julie Ferry Suite 528,Female,Standard,Home,37,1771.48,22,1,0,2025-03-02
C373,Robyn Sanchez,michael97@taylor.org,(444)485-9498x4199,922 Duane Fort,Male,Premium,Fashion,25,2095.51,9,4,0,2025-03-02
C374,Jeanette Martin,david68@hotmail.com,559-998-1028x687,081 Floyd Port Apt. 966,Male,Premium,Home,52,321.59,2,5,0,2025-04-04
C375,Karen Lee,christophercrawford@howe-taylor.info,(705)167-6134,1894 Mitchell Vista Apt. 650,Male,Standard,Fashion,32,1848.65,26,0,1,2025-03-27
C376,Richard Riddle,bbeasley@shannon.com,+1-964-569-5108,1173 Carr Underpass Apt. 231,Female,Standard,Electronics,37,1674.91,29,5,1,2025-03-11
C377,Jody Mckee,quinnnathaniel@mcclure.info,(397)111-3194x8918,538 Cox Turnpike,Female,Standard,Fashion,41,1364.92,12,4,0,2025-04-10
C378,Linda Harris,harrisonreginald@hotmail.com,686.885.9142x1278,7741 Regina Pine,Female,Basic,Fashion,29,867.72,1,1,1,2025-04-02
C379,Jennifer Williams,christopher98@rodriguez-crawford.biz,+1-916-159-4942,3115 Ruiz Neck,Male,Standard,Home,62,1179.9,28,4,1,2025-04-21
C380,Carol Schneider,heather76@hotmail.com,993-430-7667x01377,6881 Michael Meadow Suite 220,Female,Standard,Electronics,55,2274.88,8,3,0,2025-04-07
C381,Holly Barr,tdunn@velasquez-phillips.com,001-401-546-3490x6138,70982 White Village Suite 825,Female,Standard,Sports,30,2732.76,16,1,0,2025-03-06
C382,Reginald Mccormick,spencer99@carroll-herring.com,+1-252-216-1587x50838,54439 Aaron Estate,Male,Basic,Sports,34,1894.85,27,1,0,2025-04-15
C383,Tristan Ramirez,mark83@allen-lambert.biz,6076586405,45547 Patricia Causeway Suite 315,Female,Premium,Fashion,50,1833.55,19,0,1,2025-03-06
C384,Kimberly Bell,vschneider@fields.com,547-142-3964,62589 Williamson Run,Female,Standard,Sports,33,875.93,20,5,1,2025-04-02
C385,Mrs. Jessica Morgan,catherineperkins@smith.biz,242-279-7945x80341,301 David Viaduct Apt. 955,Female,Basic,Home,44,2237.45,3,4,0,2025-04-26
C386,Joseph Perez,rmiller@ellis.org,001-450-748-5242x39946,4933 Edwards Turnpike Suite 543,Female,Standard,Electronics,52,2463.45,9,3,0,2025-03-17
C387,Michael Obrien,paul68@gmail.com,260.269.2059,6305 Christopher Terrace,Male,Standard,Fashion,52,2946.76,15,0,0,2025-04-07
C388,Tina Lowery,christinebanks@gmail.com,182-568-4058,660 Williams Shore,Male,Standard,Sports,32,102.19,25,0,1,2025-03-15
C389,Daniel Gill,russellricky@white.info,702-326-1023,3030 Gregory Plaza Apt. 985,Male,Basic,Sports,33,2674.92,26,2,1,2025-04-05
C390,Jeffrey Robertson,stevendiaz@haley-huffman.com,967-324-8145x88545,861 Jimenez Mews Apt. 918,Female,Basic,Home,28,1999.14,23,0,1,2025-03-23
C391,Clarence Wood,emilygriffin@yahoo.com,800.729.0661,62644 Lopez Divide,Female,Standard,Home,49,2241.52,1,4,0,2025-04-22
C392,Monica Bauer,joshuamendoza@yahoo.com,047.515.8193,51087 Roger Crescent Suite 833,Male,Standard,Fashion,56,1482.48,13,0,1,2025-04-03
C393,Lisa Chen,briankelly@hotmail.com,001-650-178-4987,4740 Santiago Camp,Female,Basic,Home,63,2196.2,12,2,0,2025-04-14
C394,Victoria Alvarez,staceyshannon@kelly.com,342-859-5493,70865 Stephens Flat,Female,Premium,Home,23,2084.77,12,4,1,2025-03-29
C395,Nicholas Long,goodwinchase@gmail.com,001-027-115-9333,753 Charles Hollow Suite 518,Male,Basic,Home,55,2063.93,24,5,0,2025-04-11
C396,James Ross,danielle79@paul.net,010-592-1152x9899,230 Anthony Oval Suite 964,Male,Standard,Fashion,34,1604.33,19,3,0,2025-03-15
C397,Andrew Boyle,greenjohnny@marquez-dennis.com,771.514.9690,732 Nielsen Mall,Male,Basic,Fashion,25,2504.12,11,4,1,2025-04-26
C398,Jason Mclaughlin,qboyer@hotmail.com,071.351.7608x2750,259 Garner Mills,Male,Basic,Fashion,47,1008.62,26,2,1,2025-03-28
C399,Tiffany Murray,kaiserjoseph@hotmail.com,798-602-8026x313,563 Henry Isle,Female,Basic,Electronics,33,2053.15,15,5,1,2025-03-16
C400,Shelby Newton,mary95@hotmail.com,001-138-059-8717x103,634 Amy Squares,Female,Basic,Fashion,61,1002.96,3,5,1,2025-03-22
C401,Miguel Thomas,tara21@yahoo.com,323-371-7457,41527 Garrison Wells,Female,Standard,Sports,62,1432.87,16,1,0,2025-03-01
C402,Mark Campbell,wblair@austin.com,415-125-6199,528 Hicks Points,Male,Basic,Home,26,1963.86,20,3,0,2025-03-27
C403,Daniel Allen,ashleykennedy@roach.biz,+1-804-161-1700x158,60350 Romero Corner,Male,Premium,Electronics,47,616.6,5,1,0,2025-04-04
C404,Debbie Wilson,tony05@hotmail.com,261-362-5555,321 Nicholas Land Suite 946,Female,Standard,Sports,38,2480.42,24,2,0,2025-04-04
C405,Regina Watts,baxterbrenda@yahoo.com,001-984-569-8371x6398,09623 Marcus Lane,Male,Premium,Electronics,43,1646.3,1,2,1,2025-04-13
C406,Heather Smith,adrian30@hotmail.com,039-877-7181,46286 Patricia Camp Suite 968,Female,Basic,Sports,63,2335.09,26,0,0,2025-04-02
C407,Mr. Richard Reed,stacysmith@gmail.com,+1-418-237-5870x791,900 Keller Curve,Female,Standard,Electronics,28,653.04,26,4,1,2025-03-29
C408,Caleb Stewart,laceywright@yahoo.com,001-492-745-1131x910,3041 Michele Canyon,Male,Premium,Home,30,309.76,3,2,0,2025-03-06
C409,Jeffrey Sanchez,wattskeith@gmail.com,(817)359-5662x57345,81970 Harper Lakes,Female,Standard,Home,56,659.02,18,2,0,2025-04-22
C410,Francisco Price,angelabell@hotmail.com,537.043.0761,151 Jones Valley Suite 198,Female,Standard,Home,47,413.64,18,0,1,2025-04-12
C411,Alexis Morgan,dave04@yahoo.com,771-500-6180x3011,3548 Rodriguez Lock Suite 026,Male,Standard,Fashion,48,2174.14,23,5,1,2025-03-30
C412,Cody Wong,samantharich@yahoo.com,(092)700-6054x57198,18487 Christopher Gateway Apt. 521,Female,Premium,Home,57,2921.96,7,5,0,2025-03-08
C413,Sonia Wilson,jennifer30@hughes.com,+1-347-106-1463x78053,858 Elizabeth Parkways Apt. 047,Female,Premium,Fashion,33,1945.0,2,4,1,2025-03-22
C414,Donald Smith,oali@crawford.biz,228-929-5834x341,511 Tracey Squares Apt. 438,Female,Standard,Fashion,61,1754.18,7,0,1,2025-04-21
C415,Patrick Chung,willisjulie@yahoo.com,+1-247-001-3962x234,301 Allen Place,Male,Premium,Home,58,2048.18,29,3,1,2025-03-10
C416,Destiny Wright,danagreen@hotmail.com,+1-763-335-0344x578,625 Ray Plaza,Female,Standard,Electronics,58,519.78,21,2,0,2025-03-30
C417,Rebecca Salazar,thess@collins.org,277.540.0118,0269 Deborah Drives,Male,Premium,Fashion,26,2183.35,7,0,1,2025-04-27
C418,Brandy Madden,vwalsh@larsen-hill.com,5145019742,30531 Tate Unions,Male,Standard,Sports,31,2212.19,9,0,1,2025-04-07
C419,Michael Bailey,james55@gmail.com,+1-523-896-6874x886,141 Nathan Groves,Male,Premium,Home,59,1764.49,25,5,0,2025-03-07
C420,Catherine Reid,mwilson@yahoo.com,(390)464-0206x13201,43055 Kristie Manor,Male,Premium,Fashion,55,248.36,30,0,1,2025-03-07
C421,Nathan Durham,willisjose@jones.net,680.096.2176,57093 Knight Shoals Suite 181,Male,Standard,Sports,25,2019.37,29,0,0,2025-03-12
C422,Grant Myers,pamela24@johnson.com,001-974-368-8397,0529 Victoria Fords Apt. 884,Male,Basic,Electronics,31,1278.09,9,1,0,2025-04-28
C423,Lauren Turner,taylormichael@joyce.net,001-773-641-5802x9131,767 Kent Forge,Female,Premium,Home,18,2689.68,28,0,0,2025-03-02
C424,Marissa Carter,dchavez@montoya-ortiz.net,1814405474,6389 Jonathan Common Suite 069,Male,Standard,Fashion,39,1655.32,14,4,0,2025-04-05
C425,Jermaine Jones,tyronerivers@yahoo.com,+1-312-734-6674x97174,57900 John Stravenue Suite 318,Male,Premium,Fashion,48,1316.68,3,4,0,2025-04-04
C426,Rebecca Finley,rarnold@yahoo.com,(458)076-0112,1803 Huber Path,Female,Premium,Sports,58,1282.22,5,3,0,2025-04-14
C427,Timothy Davis MD,frederick90@oconnell.com,+1-590-384-6853x0451,0496 Wilson Turnpike,Female,Basic,Home,35,2773.3,20,5,1,2025-03-25
C428,Carl Browning,xpaul@gmail.com,(110)063-3621,45777 Krystal Motorway,Female,Basic,Sports,61,1825.55,16,3,0,2025-04-15
C429,Joseph White,kspencer@meadows.net,991-322-8004x528,45421 Anthony Cliff,Male,Premium,Home,25,2873.16,3,4,0,2025-04-17
C430,Brian Brown,jonathon96@gmail.com,751.905.3578,80602 Wilson Islands Apt. 703,Female,Basic,Home,41,2066.27,16,5,1,2025-04-28
C431,Jeffrey Lewis,pjones@hotmail.com,185-987-9927x3603,0705 David Junction,Female,Premium,Home,23,2812.18,9,1,1,2025-03-17
C432,Derek Sullivan,cynthia14@yahoo.com,(641)939-2036,58277 Lisa Port Suite 323,Male,Premium,Fashion,64,1529.63,25,4,0,2025-03-17
C433,Aaron Pope,eric12@norman-finley.biz,+1-535-601-0216x061,714 Duane Harbor Suite 128,Female,Standard,Fashion,52,2068.33,18,1,0,2025-04-18
C434,Brianna Larson,yhudson@keith.com,607-351-7273x25920,36138 Michael Hills Apt. 099,Male,Premium,Home,28,452.98,23,4,0,2025-04-11
C435,Raven Hansen,connerdoris@hotmail.com,+1-253-283-1100x0668,420 Reed Square,Female,Basic,Electronics,26,1691.44,12,3,1,2025-03-02
C436,Anthony Morris,tkerr@yahoo.com,(164)418-9790x638,5580 Reyes Rest,Male,Standard,Home,25,2579.47,10,1,0,2025-03-16
C437,Ronald Daugherty,rachelray@black.com,185-148-4878x84139,7331 Salazar Stravenue,Female,Basic,Sports,50,1791.54,20,0,1,2025-04-16
C438,Rebecca Diaz,richard24@hotmail.com,095-891-6240x3351,44614 Nelson Road Suite 619,Male,Basic,Home,39,2152.75,12,3,1,2025-03-12
C439,Jennifer Villegas,bryanhernandez@yahoo.com,227-766-6018x399,121 Jason Springs Suite 321,Female,Basic,Sports,30,2023.88,17,2,0,2025-04-04
C440,Tiffany Ballard,anthony48@yahoo.com,572.902.2573,162 Santiago Lock,Male,Premium,Sports,60,2476.26,1,5,1,2025-03-31
C441,Alison Welch,eblankenship@yahoo.com,413-009-9391,40865 Tracey Course,Female,Standard,Electronics,64,1046.7,2,5,0,2025-03-16
C442,Anne Davis,davischristopher@gmail.com,372-753-3999x932,175 Gonzalez Pass Suite 785,Male,Standard,Electronics,52,2493.23,30,4,1,2025-03-15
C443,Gregory Davis,wardryan@garcia.com,(049)204-7921x0581,17217 Love Ports Apt. 107,Male,Premium,Fashion,26,973.27,28,1,1,2025-04-18
C444,Brett Jenkins,kelli62@hotmail.com,009-046-7074,0242 Pierce Mission Apt. 924,Female,Standard,Sports,26,2868.41,19,3,1,2025-04-06
C445,Claudia Stevens,qkeith@gmail.com,504.988.5855,38179 Stewart Meadow,Female,Basic,Fashion,55,1302.55,28,2,1,2025-04-11
C446,Michael Wilson,qroach@gmail.com,770.866.0786,92603 Sydney Parkway Suite 569,Female,Premium,Electronics,30,2862.72,12,2,0,2025-04-06
C447,Amy Bowman,larsonmelissa@gmail.com,689.413.4886,11108 Osborne Coves Suite 153,Male,Standard,Fashion,56,2080.9,23,3,1,2025-03-19
C448,Sean Adkins,ariana61@hotmail.com,8029125505,55099 Frey Turnpike Suite 177,Female,Standard,Sports,54,2437.95,24,3,0,2025-03-08
C449,David Sweeney,ginaknight@clayton-vasquez.org,001-929-636-6943x96031,87177 Karen Locks,Male,Standard,Electronics,45,156.27,6,4,1,2025-03-05
C450,Sydney Dorsey,connie53@jenkins.net,079.268.7180x380,64685 Yesenia Locks,Male,Basic,Home,54,2956.72,10,4,0,2025-04-25
C451,Krista Jones,katherinemyers@gmail.com,+1-449-087-9607x4327,849 Jessica Mission,Female,Standard,Electronics,48,1293.72,13,4,1,2025-03-19
C452,David Jones,smithmaureen@richardson.com,930.532.6103x24600,558 Henderson Rest Apt. 830,Female,Standard,Home,20,787.91,21,5,1,2025-04-24
C453,Sharon Rivera,xschultz@gmail.com,5679650726,76716 Bird Park Apt. 494,Male,Basic,Home,57,1514.68,23,3,1,2025-03-19
C454,Garrett Rios,lorimonroe@yahoo.com,(544)934-5634x986,0551 Morgan Harbor,Male,Standard,Electronics,30,1237.51,5,0,1,2025-03-13
C455,Jack Nguyen,mcgeejose@jones.com,076.502.1880,4597 John Lodge Apt. 544,Female,Standard,Electronics,25,843.75,21,2,0,2025-04-18
C456,Angela Smith,anguyen@yahoo.com,(148)177-2040,60899 Pugh Via Suite 535,Female,Standard,Sports,62,1107.23,3,1,1,2025-04-14
C457,Julie Sutton,ubaldwin@yahoo.com,001-616-744-8679x28498,8504 Joseph Estates,Male,Premium,Electronics,27,1759.36,2,4,0,2025-03-26
C458,Joshua Thomas,allenjacob@gmail.com,473.799.5777,45821 Brown Stream,Male,Basic,Home,62,2741.1,6,0,0,2025-04-04
C459,Stacy James,cfisher@hotmail.com,708-067-7666x09703,032 Courtney Drive Apt. 536,Male,Basic,Sports,61,728.66,15,3,0,2025-04-03
C460,Jeanne Collins,carrrichard@hotmail.com,181.799.4564,120 Klein Green Apt. 736,Female,Standard,Fashion,50,303.41,19,1,0,2025-04-12
C461,Cheryl Frank,luis46@gmail.com,+1-705-462-9252x64494,97836 Wanda Corners Suite 952,Male,Premium,Sports,40,2975.53,19,4,1,2025-04-11
C462,Brandon Nguyen,hduke@buchanan.com,001-717-006-3133,8853 Jason Garden,Male,Standard,Fashion,49,2713.62,11,3,0,2025-04-28
C463,Anna Hall MD,smithjudith@jones.com,(191)465-3664,31691 Michael Way Apt. 747,Female,Premium,Electronics,61,1522.93,20,1,1,2025-03-08
C464,Ronald Williams,samuel60@owens.com,267-336-1333,4491 Lee Ridge,Male,Premium,Sports,52,916.45,27,3,1,2025-04-02
C465,Courtney Johnson,graysamuel@campbell-wade.org,168.267.0549x084,94595 Tamara Spurs Apt. 378,Female,Standard,Fashion,35,2941.01,22,1,0,2025-04-25
C466,Lori Short,keykelsey@johnson-roberts.com,+1-123-481-0213,08034 Davis Course,Female,Basic,Electronics,20,646.62,20,3,1,2025-03-23
C467,Derrick Hardin,timothystrickland@yahoo.com,001-454-576-6382x0454,0015 Stewart Cliffs Apt. 024,Female,Basic,Sports,51,2055.82,14,3,1,2025-03-21
C468,Jennifer Knapp,anna73@smith.com,001-373-089-4969x6896,5390 Palmer Street,Female,Standard,Sports,51,1502.55,30,2,1,2025-04-27
C469,Laura Murphy,davispamela@garcia.com,+1-005-355-2607x16924,213 Claudia Crossing Apt. 526,Male,Premium,Electronics,25,2173.2,3,2,0,2025-04-13
C470,Michael Mendez,kurt08@long.com,2375289478,50652 Black Falls Suite 037,Female,Premium,Fashion,43,428.06,24,4,0,2025-04-21
C471,Lori George,quinnnathan@williams-garcia.com,001-109-842-7063x970,532 Cox Burg Suite 154,Female,Premium,Electronics,36,2819.59,30,1,0,2025-04-07
C472,Robert Dickson,justincarroll@gmail.com,667.915.0089x101,46847 King Turnpike,Female,Premium,Home,19,2836.8,12,0,1,2025-04-21
C473,Jason Hayes,moraleslarry@hotmail.com,5204962858,24085 Oscar Walk,Female,Premium,Electronics,43,2236.41,10,3,0,2025-04-22
C474,Laura Gregory,johnsonjonathan@hotmail.com,542-254-2151,6634 Anthony Mountains,Male,Basic,Home,42,1022.23,4,5,1,2025-04-27
C475,Anita Davis,ymitchell@yahoo.com,001-492-300-4925x6333,377 Jordan Rue,Female,Premium,Home,52,663.1,23,5,1,2025-03-23
C476,James Jones,smithchristopher@tran.com,941-698-0329,06320 Whitaker Trafficway Apt. 653,Male,Standard,Fashion,55,350.64,29,4,0,2025-03-03
C477,Peter King,edwardsjose@yahoo.com,+1-223-189-4859,151 April Cliffs,Male,Standard,Fashion,50,2212.44,24,3,0,2025-03-05
C478,Amanda Gonzalez,htyler@hotmail.com,652-581-4365x2863,9301 Martha Meadow,Male,Premium,Electronics,61,2211.9,7,0,0,2025-03-27
C479,Katherine Cox,scottrangel@yahoo.com,3115830017,690 Alicia Isle,Male,Standard,Electronics,28,1843.79,20,4,0,2025-04-24
C480,Tina Lee,elucero@hotmail.com,847-700-2735,32770 Dunn Plaza Apt. 333,Female,Basic,Fashion,30,936.97,20,5,0,2025-04-24
C481,Dr. Daniel Sanders,cooperkimberly@hotmail.com,+1-108-934-7204x985,175 Melissa Way,Female,Premium,Sports,23,1674.72,2,1,1,2025-04-07
C482,Alicia Thomas,emoore@barrett.info,001-499-350-5867x138,760 Russell Ports Suite 224,Female,Standard,Electronics,19,589.16,30,2,1,2025-04-12
C483,Larry Hayes,khoward@conway.org,210-882-1451x4178,95468 Rhonda Center,Female,Standard,Fashion,34,2083.05,20,5,0,2025-04-29
C484,Miguel Brown,ymays@bridges-martin.net,+1-131-198-8220x72589,2513 Melissa Key,Female,Basic,Sports,57,773.04,11,3,1,2025-03-22
C485,Julie Gray,hjackson@johnson.com,+1-064-830-0462x578,0785 Martinez Glens,Male,Basic,Electronics,56,1139.42,28,0,1,2025-04-07
C486,Steven Thomas,jasonwhitaker@jones.com,001-390-125-4629x656,75163 Susan Corner Apt. 303,Female,Standard,Electronics,63,761.16,3,5,0,2025-03-17
C487,David Berger,wgonzalez@gmail.com,180.053.8924x11379,8334 Nathaniel Harbors,Male,Basic,Fashion,33,2659.6,13,4,1,2025-04-11
C488,Alvin Foster,satkinson@hill.com,(836)379-3547,291 Mathis Parks,Male,Premium,Fashion,48,2419.45,14,2,1,2025-03-13
C489,Jacqueline Stone,samanthagreen@gmail.com,402-404-9916x559,80554 Daryl Bypass Suite 795,Female,Standard,Fashion,63,2534.75,7,2,0,2025-04-28
C490,Aaron Nelson,paulsingleton@yahoo.com,001-547-305-3326x002,4695 Kenneth Haven Apt. 980,Male,Basic,Home,47,1266.24,24,4,1,2025-04-26
C491,Mary Morris,josephgreene@yahoo.com,196-661-1178,71469 Crystal Motorway,Male,Standard,Sports,64,2311.67,18,1,1,2025-03-09
C492,Gregory Palmer,finleychristopher@gmail.com,970-591-0438,268 Nguyen Inlet,Male,Standard,Sports,55,2526.82,2,5,1,2025-03-15
C493,Benjamin Fields,michaelrichards@gmail.com,382-160-5015x21858,380 Paul Rest,Female,Basic,Home,51,1553.35,18,2,0,2025-03-22
C494,Stephanie Anderson,jeffrey20@owen.com,+1-697-170-2913x316,134 William Gateway,Male,Premium,Fashion,59,416.57,10,1,1,2025-04-17
C495,Kristina Ross,aaron68@rodriguez.net,174-653-6517x28473,712 Williams Springs Suite 805,Male,Standard,Fashion,54,1284.82,26,1,0,2025-04-13
C496,Michael Shah,cwood@gmail.com,9377738629,981 Larry Shoal Suite 074,Male,Basic,Sports,19,2271.67,6,2,0,2025-04-20
C497,Jacob Osborne,christopher79@yahoo.com,001-901-135-0443x0090,8760 Pacheco Street,Female,Basic,Fashion,20,1293.81,6,4,0,2025-03-31
C498,Brittany George,jessicapatrick@mendoza-ward.net,248-774-2190,4273 Hicks Trafficway Apt. 710,Female,Premium,Home,27,1216.83,25,3,0,2025-03-27
C499,Luis Dean,justindeleon@stewart.com,001-213-906-0008x030,095 Lisa Way Suite 722,Male,Standard,Fashion,42,2002.45,23,5,0,2025-04-17
C500,Christopher Barrera,deannaboyd@gmail.com,720.558.5566x354,602 Rachel Burgs,Male,Basic,Home,47,289.68,13,5,1,2025-04-05
